"date","company","position","location","description"
"2025-11-04T17:00:20+00:00","VulnCheck","Exploit Developer","Cheltenham","<p><strong>Company Overview</strong></p>
<p>VulnCheck delivers next-generation exploit and vulnerability intelligence solutions for enterprise, Government and product teams to prevent large-scale remote code execution events with better, faster exploit data, massive-scale real-time monitoring and predictively-built detection artifacts. VulnCheckâs 300M+ unique data from 400+ sources points help vulnerability management and response teams outpace adversaries - autonomously. VulnCheck is an <a href=""https://www.rsaconference.com/usa/programs/innovation-sandbox"">RSAC Innovation Sandbox finalist</a> and a <a href=""https://www.blackhat.com/asia-25/spotlight.html"">Black Hat Startup Spotlight finalist</a>.&nbsp;&nbsp;&nbsp;</p>
<p><strong>Job Summary</strong></p>
<p>VulnCheck is looking for a Senior Exploit Developer with a background in reverse engineering &amp; exploit development. This role is a Senior level position.</p>
<p><strong>Location</strong></p>
<p>This is a <strong>100% remote</strong> role but we're primarily looking for candidates in Cheltenham, United Kingdom.</p>
<p><strong>Why Join VulnCheck?</strong></p>
<p>VulnCheck stands behind its mission to influence how organizations worldwide understand, assess, and remediate security vulnerabilities - and to deliver intelligence-based solutions that change the world.&nbsp;</p>
<p>Youâll be joining a collaborative, supportive environment that values intellectual curiosity, technical mastery, and personal growth. (And more - below)&nbsp;</p>
<ul>
<li>Leverage your expertise: Work on cutting-edge threat intelligence initiatives that matter, alongside the top domain experts in the field.</li>
<li>Shape the industry: Influence how vulnerabilities are classified, scored, mapped, and remediated at scale for enterprise customers and for the entire cybersecurity industry.</li>
<li>Grow your impact: Collaborate with global partners, lead high-visibility projects, and drive standards across the security community.</li>
<li>Innovate and explore: Conduct research and develop tools for automating and improving vulnerability enrichment and mapping.</li>
</ul>
<p><strong>Key Responsibilities</strong></p>
<ul>
<li>Reverse engineering software to discover the root cause analysis (RCA) of vulnerabilities.</li>
<li>Authoring original software exploits for initial access vulnerabilities, when little or no publicly-available proof of concept code for exploiting such vulnerabilities exists.</li>
<li>Implementing detections (such as Suricata &amp; Snort signatures, YARA rules, etc.) for identifying such initial access vulnerabilities.</li>
</ul><br/><br/>Please mention the word **FLEXIBILITY** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T16:02:14+00:00","ConnectWise","Senior Data Analyst","Tampa","<p><em>ConnectWise is an industry and Global leading software company</em><em> with over 3,000 colleagues in North America, EMEA and APAC. As a community-driven software company dedicated to the success of technology solution providers, our suite helps </em><em>over 45,000 of our partners manage their businesses better, sell more efficiently, automate service delivery, and remotely control technology so they can consistently deliver amazing customer experiences.</em></p>
<p><em>Our company is powered by our connections, our colleagues, and our community. And, we accept all kinds. </em></p>
<p><em>Game-changers, innovators, culture-loversâand humankind.</em></p>
<p><em>We invite discovery and debate. We recognize key moments as milestones. </em></p>
<p><em>We see you and value you for your unique contributions. Our inclusive, positive culture lays the foundation to ensure every colleague is valued for their perspectives and skills, giving you the choice of how YOU make a difference.</em></p>
<p><strong>Curious? Read this opportunity to learn how YOU can make a difference at ConnectWise!</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<div><div class=""col-md-24"">
<h4 data-automation=""descriptions-title"" data-bind=""text: $.t('Opportunity.OpportunityDetail.Description')"">General Summary:</h4>
</div>
<div class=""col-md-24"">
<p><span data-teams=""true"">The <strong>Senior Data Analyst&nbsp;</strong>is responsible for delivering actionable insights that drive strategic decision-making supporting the Sales organization. This role will support quota <strong>planning</strong>, org design, and other strategic initiatives by leveraging data analytics, visualization, and storytelling. The ideal candidate is a data-driven problem solver with strong business acumen and a passion for enabling sales performance.</span></p>
<p><strong>Essential Duties and Responsibilities:</strong></p>
<ul>
<li>Provides support to cross-functional teams, with a high attention to detail</li>
<li>Researches, analyzes, and documents findings</li>
<li>May coach and review the work of other team members.</li>
<li><span data-teams=""true"">Support strategic GTM initiatives through ad hoc analysis, modeling, and scenario planning.</span></li>
<li>Builds, documents, analyzes, and communicates product metrics, Key Performance Indicators (KPIâs), and reports to various leaders throughout the organization</li>
<li>Designs and builds various reports and reporting dashboards</li>
<li>Ensures data is</li>
</ul>
</div></div><br/><br/>Please mention the word **EXEMPLARY** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T16:01:27+00:00","Grow Therapy","Senior Staff Content Designer","New York","<strong>About Us:</strong><p>Grow Therapy is on a mission to serve as the trusted partner for therapists growing their practice, and patients accessing high-quality care. Powered by technology, we are a three-sided marketplace that empowers providers, augments insurance payors, and serves patients. Following the mass increase in depression and anxiety, the need for accessibility is more important than ever. To make our vision for mental healthcare a reality, weâre building a team of entrepreneurs and mission-driven go-getters. Since launching in February 2021, weâve empowered more than ten thousand therapists and hundreds of thousands of clients across the country and insurance landscape. Weâve raised more than $178mm of funding from Sequoia Capital, Transformation Capital, TCV, SignalFire, and others.</p><hr><p>&nbsp;</p><h3><strong>The Opportunity:</strong></h3><p>Weâre seeking a Senior/Staff Content Designer to craft clear, inclusive, and trustworthy product experiences across our client and provider products.<br><br>Youâll work end-to-end: defining content strategy, shaping value propositions, building language systems, and writing the UI copy that powers critical workflows. The right candidate brings strong product instincts, comfort with ambiguity, and the ability to translate complex mental and behavioral healthcare and insurance concepts into language that helps people move forward with confidence.&nbsp;</p><h3><strong>What Youâll Do:</strong></h3><ul><li>Lead content strategy for your surfaces and journeys for our core products and features by partnering with Product,<br/><br/>Please mention the word **APPLAUD** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T16:00:47+00:00","AKKO","Senior Director Telecom Partnerships","Washington, D.C.","<p><span style=""font-weight: 400;"">Hey there! We're&nbsp;<a class=""c-link"" href=""http://getakko.com/"" target=""_blank"" data-stringify-link=""http://getakko.com/"" data-sk=""tooltip_parent"">AKKO! </a></span></p>
<p><span style=""font-weight: 400;"">Our mission is to protect the devices the world relies on by relentlessly innovating to deliver an unparalleled digital insurance experience. AKKO enables partners and their end-users with modern and seamless protection solutions. We've become the #1 ranked provider in our space with industry- leading reviews and NPS scores. </span></p>
<p><span style=""font-weight: 400;"">With rapid growth and a fully remote team fueled by passion, innovation, and collaboration, weâre just getting started. Our investorsâled by Mundi, Fika, and Pearâbring the same conviction that helped power companies like Doordash, Gusto, wefox, and Pipe.</span></p><div><p><strong>We are looking for a Revenue Operations (Rev Ops) Lead to join our team and drive our revenue growth strategy. They will play a critical role in driving the efficiency and effectiveness of our revenue-generating processes. This individual will be responsible for the ownership and management of all revenue-related tools, including HubSpot and Salesforce. The Rev Ops Lead will work closely with various departments to ensure seamless cross-department collaboration, accurate forecasting, and the management of sales commissions. The ideal candidate must be data-driven, an independent thinker, a team player, good with numbers, and a skilled problem solver.</strong></p>
<p><strong>THE DAY-TO-DAY</strong></p>
<ul>
<li>Tool Ownership and Management</li>
<ul>
<li>Manage and optimize all revenue-related tools, including HubSpot and Salesforce.</li>
<li>Ensure that tools are integrated effectively and utilized to their full potential.</li>
<li>Provide training and support to team members on the use of these tools.</li>
</ul>
<li>Expertise in HubSpot and Salesforce</li>
<ul>
<li>Leverage deep knowledge of HubSpot and Salesforce to drive revenue growth.</li>
</ul>
</ul><br/><br/>Please mention the word **INDEBTED** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T13:00:01+00:00","Anchorage Digital","Member of Technical Staff Trading","United States","<p><span style=""font-size: 18px""><b>At Anchorage Digital, we are building the worldâs most advanced digital asset platform for institutions to participate in crypto.</b></span></p><p><br></p><p>Anchorage Digital is a crypto platform that enables institutions to participate in digital assets through custody, staking, trading, governance, settlement, and the industry's leading security infrastructure. Home to Anchorage Digital Bank N.A., the only federally chartered crypto bank in the U.S., Anchorage Digital also serves institutions through Anchorage Digital Singapore, Porto by Anchorage Digital<span style=""font-size: 15px;"">, and other offerings.</span></p><p><br></p><p>The company is funded by leading institutions including Andreessen Horowitz, GIC, Goldman Sachs, KKR, and Visa, with its Series D valuation over $3 billion. Founded in 2017 in San Francisco, California, Anchorage Digital has offices in New York, New York; Porto, Portugal; Singapore; and Sioux Falls, South Dakota. Learn more at anchorage.com, on X @Anchorage, and on LinkedIn.&nbsp;</p><p><br></p><p>You will be implementing front office and back office trading systems that are used by institutional investors around the world on a daily basis to trade, invest and exchange cryptocurrency assets. The crypto industry is one of the most exciting industries in tech today, and it is constantly changing!  At Anchorage Digital, we are building foundational technology to help the crypto industry evolve in a safe, regulated and highly secure manner, which we believe is essential for maximizing the potential of this exciting industry</p><p><br></p><p>We think about growth and career development differently at Anchorage Digital. We define performance as acquiring, possessing, and practicing a relevant set of skills and competencies - and the <b>ability to apply them effectively and consistently</b>. We have created the Factors of Growth &amp; Impact to help Anchorage Digital âVillagersâ better measure impact and the rich and rewarding learning that happens while exploring, developing, and mastering the capabilities and contributions within and outside of the Front End Software Engineering role. You will be coached, mentored and guided to grow your capabilities in 4 major areas:</p>\n<p></p><p><br></p><b>Technical Skills:</b><ul><li>Participate in task breakdown, estimation, design, implementation and maintenance of trading systems</li><li>Use your knowledge of the trading system domain to influence the technical direction of the Brokerage team. Advocate for improved processes or technology when appropriate.</li><li>Dive deep into complex, ambiguous problems, formulate elegant and practical solutions</li><li>Review other developerâs code to ensure consistency, reduce errors and share context across the Brokerage engineering team</li><li>Drive iterative system improvement by implementing robust instrumentation and metric collection.</li></ul><p><br></p><b>Complexity and Impact of Work:</b><ul><li>Able to work either independently or as a lead engineer on a team to deliver features</li><li>Capable of breaking down large projects into smaller tasks, and accurately estimating the time and scope of projects. Articulate effectively the different options considered, analyze trade-offs, justify and recommend priorities.</li></ul><p><br></p><b>Organizational Knowledge: </b><ul><li>Ensure that knowledge is shared across the team and does not position themselves or others as a single point of failure.</li><li>Collaborate cross-functionally with the Brokerage team and other teams at Anchorage Digital</li></ul><p><br></p><b>Communication and Influence:</b><ul><li>Mentor and guide multiple engineers on the team within your area of specialization or domain, and help others understand the strategic goals of the Brokerage team and how your work relates to these</li><li>Understands others' context or underlying needs, motivations, emotions or concerns and adjusts communication to ensure maximum impact and effectiveness</li></ul><p><br></p><b>You may be a fit for this role, if you: </b><ul><li>Have 3+ years of professional experience with Go.</li><li>Have experience with modern software development practices, including automated unit, integration and end to end testing, cloud development, database design and interaction using MySQL or PostgreSQL and experience using Git.</li><li>Have knowledge of financial asset trading systems and understanding of several (not all) of the following topics: Order Execution Management Systems (OEMS), FIX protocol, market data, low latency application architectures and messaging, matching engines, FX trading, OTC, derivatives, position/risk management, cryptocurrency trading, trading back office systems.</li><li>Have real world experience building financial trading systems.</li><li>Are passionate about good software engineering design and implementation practices (e.g. TDD, SOLID, refactoring, etc).</li><li>Genuinely care about code quality and test infrastructure.</li></ul><ul><li>Believe software engineering is a team activity and enjoy collaborating every single day, learning from and mentoring others.</li></ul><p><br></p><b>Although not a requirement, bonus points if:</b><ul><li>Have GraphQL API design and implementation experience</li><li>Have gRPC API design and implementation experience</li><li>Have a background in the finance industry</li><li>Have experience working with digital asset (i.e. cryptocurrency) trading</li></ul><p><br></p><p></p>\n<p><span style=""font-size: 18px""><b>About Anchorage Digital: Who we are</b></span></p><p><br></p><p>The Anchorage Village, what we call our team, brings together the brightest minds from platform security, financial services, and distributed ledger technology to provide the building blocks that empower institutions to safely participate in&nbsp; the evolving digital asset ecosystem. As&nbsp;a diverse team of more than 300 members, we are united in one common goal: building the future of finance by providing the foundation upon which value moves safely in the new global economy.&nbsp;</p><p><br></p><p>Anchorage Digital is committed to being a welcoming and inclusive workplace for everyone, and we are intentional about making sure people feel respected, supported, and connected at workâregardless of who you are or where you come from. We value and celebrate our differences and we believe being open about who we are allows us to do the best work of our lives.</p><p>&nbsp;</p><p>Anchorage Digital is an Equal Opportunity Employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status. Anchorage Digital considers qualified applicants regardless of criminal histories, consistent with other legal requirements. âAnchorage Digitalâ refers to services that are offered either through Anchorage Digital Bank National Association, an OCC-chartered national trust bank, or Anchorage Lending CA, LLC a finance lender licensed by the California Department of Financial Protection and Innovation, License No. 60DBO-11976, or Anchorage Digital Singapore Pte Ltd, a Singapore private limited company, all wholly-owned subsidiaries of Anchor Labs, Inc., a Delaware corporation.</p><p><br></p><p>Protecting your privacy rights is important to Anchorage Digital, and we work to maintain the trust and confidence of our clients when handling personal or financial information. Please see our <a class=""postings-link"" href=""https://www.anchorage.com/privacy-policy"">privacy policy notices here.</a></p><br/><br/>Please mention the word **OVERTAKING** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T11:00:29+00:00","Amondo","Backend Engineer","","<p><strong>ð Weâre looking for a backend engineer to join us in building Amondo, an audience engagement platform for global brands including the Olympics, New Balance and Live Nation.</strong></p><p>(Weâre also looking for a frontend engineer - see our <a href=""remote-jobs/remote-frontend-engineer-amondo-1128804"">other job post</a>!)<br /></p><h2>The Role</h2><p>Weâre looking for an experienced backend engineer to support our ambitious development roadmap and scale our platform for the next phase of growth.</p><p>Youâll join a small, dynamic engineering team of seven, playing a key role in building and maintaining a platform used by some of the worldâs most iconic companies. Youâll work closely with the founder, product team and designers to deliver new backend features, improve infrastructure and ensure high performance, scalability and reliability.</p><p>This is an exciting opportunity to join a fast-growing, innovative startup at a pivotal stage of its journey.<br /></p><h2>What we value</h2><p>We care most about people who take ownership, communicate clearly and think independently.</p><ul><li>Autonomy: Youâre self-motivated, make informed decisions and manage your time effectively.</li><li>Communication: You write and speak clearly, keeping teammates aligned and projects moving forward.</li><li>Technical competency: You can tackle complex problems, deliver clean code and maintain high standards.<br /></li></ul><h2>What you'll do<br /></h2><ul><li>Design and develop new platform features, including a GraphQL API for internal dashboards, user-facing APIs, media transformation pipelines and server infrastructure.</li><li>Optimise and enhance development processes and workflows to boost efficiency and team productivity.</li><li>Implement robust monitoring and analytics tools to improve the observability, reliability and performance of our services.</li><li>Ensure smooth transitions between platform iterations, maintaining backward compatibility and seamless user experiences.</li><li>Conduct R&amp;D on GPT-powered features and traditional âsmartâ algorithms to drive innovation and expand platform capabilities.<br /></li></ul><h2>The tech<br /></h2><ul><li>Node.js, NestJS, Cucumber.js, GraphQL, PostgreSQL, Turborepo, pnpm</li><li>Docker, Sentry, Grafana, GitHub Actions</li><li>AWS, S3, Render, Heroku, PostHog</li><li>GitHub, Slack, Notion, Linear</li><li>Frontend: React, Remix, Tailwind, Vite, Jest, Cypress, Storybook, Radix, Chromatic<br /></li></ul><h2>About you</h2><ul><li>Strong demonstrable experience with PostgreSQL and Node.js</li><li>Confident with AWS and Heroku</li><li>Solid understanding of TDD and DDD</li><li>Awareness of best DevOps practices</li><li>Experience working in a lean startup environment</li><li>Enjoy using modern collaboration tools - Linear, Notion, GitHub</li><li>Not afraid to work with frontend part of the product</li><li><strong>Bonus:</strong> Experience working with third-party APIs including Instagram, Twitter/X Facebook, YouTube and Spotify</li><li><strong>Bonus:</strong> Experience with Cloudinary, SendGrid, RabbitMQ, Infosec, S3+CloudFront<br /></li></ul><h2>What we offer<br /></h2><ul><li>ð 4-day work week</li><li>ð Fully remote â work from anywhere</li><li>ð Flexible hours â async-friendly</li><li>ð Annual international retreats</li><li>âï¸ 5 weeks paid vacation</li><li>ð§  Interesting high-impact work<br /></li><li>âï¸ High autonomy in how you work<br /></li></ul><br/><br/>Please mention the word **REACHABLE** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T10:54:17+00:00","Amondo","Frontend Engineer","","<p><strong>ð Weâre looking for a frontend engineer to join us in building Amondo, an audience engagement platform for global brands including the Olympics, New Balance and Live Nation.</strong></p><p>(Weâre also looking for a backend engineer - see our <a href=""remote-jobs/remote-backend-engineer-amondo-1128805"">other job post</a>!)<br /></p><h2>The Role</h2><p>Weâre looking for an experienced React developer to support our ambitious development roadmap.</p><p>Youâll join a small, dynamic engineering team of seven, playing a key role in building a platform used by some of the worldâs most iconic companies. Youâll develop elegant and scalable user-facing features, working closely with the founder and design team to rapidly implement and iterate on new ideas.</p><p>This is an exciting opportunity to join a fast-growing, innovative startup at a pivotal stage of its journey.<br /></p><h2>What we value</h2><p>We care most about people who take ownership, communicate clearly and think independently.</p><ul><li>Autonomy: Youâre self-motivated, make informed decisions and manage your time effectively.</li><li>Communication: You write and speak clearly, keeping teammates aligned and projects moving forward.</li><li>Technical competency: You can tackle complex problems, deliver clean code and maintain high standards.<br /></li></ul><h2>What you'll do<br /></h2><ul><li>Develop new features for the platform including internal dashboards, JavaScript embeds and integrations with media and third-party services</li><li>Build and refine a real-time editor enabling seamless multi-user collaboration</li><li>Enhance development processes and workflows for greater efficiency</li><li>Implement monitoring and analytics to improve observability and reliability</li><li>Maintain smooth platform iterations with backward compatibility</li><li>Work with high-quality designs to create modern, responsive and visually appealing interfaces<br /></li></ul><h2>The tech<br /></h2><ul><li>React, React Router v7, Tailwind, Vite, Jest, Cypress, Storybook, Chromatic</li><li>Docker, Sentry, GitHub Actions</li><li>AWS, S3, Render, Heroku, PostHog</li><li>GitHub, Slack, Notion, Linear</li><li>Backend: Node.js, Nest.js, PostgreSQL, GraphQL<br /></li></ul><h2>About you</h2><ul><li>Strong demonstrable experience with React</li><li>Strong working knowledge of JavaScript (ES6/ES7), CSS, HTML, TypeScript, Node and Remix (React Router)</li><li>Have an eye for design and enjoy creating pixel-perfect interfaces from Figma</li><li>Experience working in a lean startup or small team environment<br /></li><li>Comfortable with TDD, Git and CI/CD</li><li>Awareness of DevOps best practices</li><li>Excellent communication skills<br /></li></ul><h2>What we offer<br /></h2><ul><li>ð 4-day work week</li><li>ð Fully remote â work from anywhere</li><li>ð Flexible hours â async-friendly</li><li>ð Annual international retreats</li><li>âï¸ 5 weeks paid vacation</li><li>ð§  Interesting high-impact work<br /></li><li>âï¸ High autonomy in how you work<br /></li></ul><br/><br/>Please mention the word **TITILLATE** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T08:00:10+00:00","Mainstay Labs Inc.","Software Engineer","","<h2><strong>About Mainstay</strong></h2><p style=""min-height:1.5em"">Mainstay is the leading market intelligence platform purpose built for buying, managing, and selling homes in the single family rental industry. As an AI native company, we turn complex data into clarity that helps the industry move forward with confidence. Founded within Opendoor, Mainstay launched as an independent company in 2024 and recently raised a Series A round led by Khosla Ventures.</p><p style=""min-height:1.5em"">Ready to shape the future of real estate with AI? Join Mainstay and help us redefine whatâs possible in the single family rental space. If you thrive on solving complex problems and want to make a tangible impact in a fast-growing industry, weâd love to hear from you - apply now and letâs move the industry forward, together!</p><h2><strong>About the role</strong></h2><p style=""min-height:1.5em"">What you should expect as a full-stack software engineer: maximum agency, tight feedback loops with customers, and no shortage of product challenges that directly translate to business value! Youâll have the opportunity to design, build, and ship complex systems and tools that enable teams to execute at scale.</p><p style=""min-height:1.5em"">We're looking for someone who can build robust, reliable, and production-ready features end to end, from backend systems and retrieval pipelines to user-facing product experiences. Our products are built with Python, TypeScript, and React on AWS.</p><p style=""min-height:1.5em""></p><h2><strong>What you'll do</strong></h2><p style=""min-height:1.5em"">In this role, you'll shape solutions from the ground up - owning backend and frontend design, automating complex workflows, and directly applying user feedback. You'll help set technical direction for the team, mentor other engineers, and turn big ideas into products that create real impact for our customers and the business.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>In this role, you will:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Contribute to all phases of product development, from ideation and prototyping to implementation and iteration.</p></li><li><p style=""min-height:1.5em"">Build and evolve both frontend product experiences and backend services that power them.</p></li><li><p style=""min-height:1.5em"">Design reliable and scalable backend services to support new features in production.</p></li><li><p style=""min-height:1.5em"">Modernize and automate legacy workflows in the real estate industry.</p></li><li><p style=""min-height:1.5em"">Define and ship useful features in partnership with cross-functional teams.</p></li><li><p style=""min-height:1.5em"">Mentor and support the growth of other engineers on the team.</p></li><li><p style=""min-height:1.5em"">Collaborate closely with product managers, designers, and operators to identify and solve customer pain points.</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What weâre looking for</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">3+ years of experience building and delivering production-grade software, ideally in fast-paced, high-growth startup environments.</p></li><li><p style=""min-height:1.5em"">Strong full-stack engineering skills, with a focus on backend scalability and system reliability.</p></li><li><p style=""min-height:1.5em"">Experience designing, building, and evolving scalable systems and services.</p></li><li><p style=""min-height:1.5em"">Clear, concise communicator - essential for our remote, highly collaborative team.</p></li><li><p style=""min-height:1.5em"">Proactive and ownership-driven - comfortable navigating ambiguity and shifting priorities.</p></li><li><p style=""min-height:1.5em"">Customer-focused mindset with a drive to build solutions that solve real problems.</p></li><li><p style=""min-height:1.5em"">Strong Python background; experience with TypeScript and React is also a plus.</p></li><li><p style=""min-height:1.5em"">Experience with workflow automation or complex data integration is a plus.</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em"">#LI-AW</p><p style=""min-height:1.5em""></p><h2><strong>Mainstay Built on Trust</strong></h2><p style=""min-height:1.5em"">At Mainstay, trust is at the core of everything we do. We build trust with everyone -- from candidates to employees to partners. We believe in fairness and openness throughout our hiring process, evaluating candidates based on qualifications without regard to race, color, religion, national origin, age, gender, marital status, disability, veteran status, sexual orientation, gender identity, or any other protected status. Our privacy practices describe how we handle applicant information, you can find the policy details for <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://mainstay.io/privacy"">California residents here</a>.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em"">We are committed to providing reasonable accommodations throughout our recruitment processes for candidates with disabilities, pregnancy, religious beliefs, or other reasons protected by applicable laws. If you require assistance or a reasonable accommodation, please contact us at mainstay-recruiting@opendoor.com</p><br/><br/>Please mention the word **MIRACULOUSLY** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T00:05:47+00:00","New Era Technology","Lead Network Engineer Arista & Fortinet SME","Remote","Join New Era Technology, where People First is at the heart of everything we do. With a global team of over 4,500 professionals, weâre committed to creating a workplace where everyone feels valued, empowered, and inspired to grow. Our mission is to securely connect people, places, and information with end-to-end technology solutions at scale.

At New Era, youâll join a team-oriented culture that prioritizes your personal and professional development. Work alongside industry-certified experts, access continuous training, and enjoy competitive benefits. Driven by values like Community, Integrity, Agility, and Commitment, we nurture our people to deliver exceptional customer service.

If you want to make an impact in a supportive, growth-oriented environment, New Era is the place for you. Apply today and help us shape the future of workâtogether.

Position Summary
We are seeking a highly skilled Senior Network Engineer with expert-level certification in Arista Networks and hands-on experience in Fortinet firewalls. This is a 21-month contract role and will require a candidate with proven supervisory experience, as they will be responsible for overseeing a team of other network engineers.

The ideal candidate will bring 7â10 years of enterprise networking expertise and play a key role in designing and implementing the migration of existing Cisco network infrastructure to Arista platforms.

Key Responsibilities
- Architect and maintain Arista-based network infrastructures and Fortinet NGFW & SD-WAN solutions
- Design Layer 2/3 topologies using Arista EOS, Cloud Vision, and spine-leaf architecture
- Lead configuration, policy development, and performance tuning of Fortinet firewalls
- Supervise and mentor a team of network engineers, ensuring quality and timely delivery of projects
- Drive automation efforts using Python, Ansible, and Fortinet APIs
- Collaborate across cybersecurity, infrastructure, and cloud application teams
- Develop and enforce Zero Trust security principles.<br/><br/>Please mention the word **TALENTED** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T00:05:28+00:00","AppOmni","Field & Event Marketing Manager","Remote, USA","<h2><strong>About AppOmni</strong></h2>
<p>AppOmni is leading the SaaS cybersecurity and AI revolution. We created the category called SaaS security posture management (SSPM). And now, over 25% of the Fortune 100 and many global companies are using our platform to overcome challenges such as SaaS application attacks, sensitive data exposure, insider threats, and so much more. Our mission is to prevent SaaS data breaches by securing the applications that power the enterprise.</p>
<h2><strong>About the Role</strong></h2>
<p>AppOmni is seeking a strategic and execution-focused <strong>Field Marketing Manager</strong> to join our marketing team. This role is a critical revenue engine, serving as the primary liaison between Marketing, Sales, and our global Partner teams for all field events. You will be responsible for the end-to-end planning, execution, and analysis of trade shows, regional events, and partner programs that maximize our brand presence and drive measurable pipeline growth.</p>
<p>This position is based remotely with required travel for key industry events and internal meetings.</p>
<h2><strong>Key Responsibilities:</strong></h2>
<h3><strong>Event Strategy, Budgeting &amp; Sales Alignment:</strong></h3>
<ul>
<li>Serve as the primary liaison for the <strong>Sales and Partner teams</strong>, capturing event and enablement needs across the field organization.</li>
<li><strong>Triage all event requests</strong> based on strategic priority, sales capacity, and <strong>budget constraints</strong> to ensure maximum ROI on marketing spend.</li>
<li>Ability to strategize resources needed for events and manage budgets effectively.</li>
</ul><br/><br/>Please mention the word **CAPABLE** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
"2025-11-04T00:05:07+00:00","CHYM","Program Manager","US - Remote","<p><strong>About the role&nbsp;</strong></p>
<p>As a Program Manager in Identity &amp; Fraud Experience, you will play a key role in creating a high-quality support experience for members. You will bring a strong strategic lens to the work that the broader team does, providing expertise in tackling operational and member experience issues the team faces. Through data-driven insights, you will develop strategies for process improvements, new process standards and agent tooling improvements that enable a more frictionless, consistent experience and increase member satisfaction; all with a particular focus on balancing fraud/risk and member experience and maintaining regulatory compliance across third party and internal operations. You will operationalize these strategies through strong project management in partnership with the Identity and Fraud Experience Team, Operations, Risk, Product and others.</p>
<p>The base salary offered for this role and level of experience will begin at $103,680 and up to $144,000. Full-time employees are also eligible for a bonus, competitive equity package, and benefits. The actual base salary offered may be higher, depending on your location, skills, qualifications, and experience.</p>
<p><strong>In this role, you can expect to </strong>(responsibilities)<strong>&nbsp;</strong></p>
<ul>
<li>Exercise problem solving and analytical skills.</li>
<li>Continuously analyze data and identify areas of friction in the member experience while balancing the safety and security of our Members, scope problem statements, build project plans, and own execution to drive improvement to key member experience metrics</li>
<li>Develop and share compelling data-based insights about the member experience with your Team, as well as Product, Risk and other organizations; gain other organizationsâ support for your projects; influence other organizations roadmaps to deliver member and agent experience improvements</li>
<li>Partner with Vendor Operations, Quality, Learning, Content, Risk, and others to identify agent improvement opportunities.</li>
</ul><br/><br/>Please mention the word **FRUGAL** and tag RMTM2LjIzMy45LjEwMA== when applying to show you read the job post completely (#RMTM2LjIzMy45LjEwMA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
